"My cat just knocked over a vase, what a mischievous little thing.",0
"This coffee is way too hot, I almost burned my tongue.",0
Remember to bring your umbrella; it looks quite cloudy outside.,0
I'm so excited for the new video game release next week.,0
"We talked about ghosts and alien abductions all night, it was wild.",0
That roller coaster was absolutely terrifying but also incredibly fun.,0
"Help me, please! He's right behind me.",1
"Please don't hurt me, I'll do anything.",1
"I need to get out of here right now, he's watching me.",1
"Someone help, call the police!",1
"He just grabbed my arm, I can't breathe.",1
"I think I'm being followed, this man keeps staring.",1
"Let me go, you can't keep me here!",1
He threatened to hurt my family if I scream.,1
"I'm trapped, the door's jammed, I can't open it.",1
"Please, I just want to go home, leave me alone.",1
"He's got something, I don't know what it is.",1
"My sister's name is Lily, tell her I need her help, it's urgent.",1
"I'm not safe, he's in the house somewhere.",1
"This doesn't feel right, I need to disappear for a bit.",1
He said he'd find me no matter where I went.,1
Call my mom and tell her the code is midnight rose.,1
"I'm with a man I don't know, I'm very scared.",1
"He won't let me use my phone, I need to call someone.",1
I feel like someone's been in my apartment.,1
There's a strange car following me for miles now.,1
Get away from me! Stop it!,1
"I can't talk right now, but I need you to know I'm in trouble.",1
"He's been waiting outside for hours, I'm terrified.",1
"I need to make a quick call, just going to step out for some air.",1
"The man in the red shirt, he's been following me since the station.",1
What do you want for dinner?,0
"Help me, please! Someone help!",1
That new cafe on the corner makes excellent coffee.,0
"I'm just going to step outside for a second, my phone battery is almost dead.",1
I was thinking we could grab some groceries after work and then maybe watch that documentary everyone's talking about tonight.,0
"He's behind me again, I can see him in the reflection.",1
"Oh, I totally forgot about that, thanks for reminding me.",0
"If you scream, I swear I'll make you regret it.",1
"This pasta is absolutely delicious, I need to get the recipe.",0
"I can't leave, he won't let me go anywhere.",1
"The ending of that thriller was so predictable, but I still enjoyed it.",0
"I don't feel safe right now, I need to get out of here.",1
It looks like it's finally going to stop raining tomorrow.,0
Could you check my calendar for tomorrow? Say pineapple if there's an issue.,1
Are we still on for brunch this Saturday at eleven?,0
"Please don't hurt me, I'll do anything you want.",1
"You're hilarious, I almost choked on my coffee just now.",0
"I think I might have left the stove on, I need to rush home.",1
I'll pick up the kids from school around three today.,0
That same car has been following me for the last three blocks.,1
Did you hear about the new art exhibit downtown?,0
"You better not tell anyone about this, or else.",1
Sounds good to me.,0
"The door's locked, I can't open it.",1
"I spent the whole afternoon trying to fix that leaky faucet, but I think I just made it worse, so I'll call a plumber.",0
"My heart is pounding, I'm really scared right now.",1
"Honestly, I'm just so tired of this constant traffic.",0
Is it still raining outside? The code is red.,1
Should we try that new sushi place or just order pizza tonight?,0
"Someone call the police, please!",1
My cousin recommended a really good romantic comedy we should watch.,0
"I just remembered I have an early meeting tomorrow, I really need to go now.",1
"It's surprisingly warm for this time of year, isn't it?",0
"Everywhere I go, I keep seeing him, it's not a coincidence.",1
Don't forget we have that meeting with the client at ten.,0
"You're going to regret crossing me, little girl.",1
"Oh stop it, you're going to make me spill my drink.",0
"He won't let me use my phone, I'm trapped.",1
I've already booked the tickets for the concert next month.,0
"This isn't right, I need to find a way out.",1
Could you pass the salt?,0
Could you send me the grocery list? Just list 'apple' if I'm in trouble.,1
I'm really looking forward to our vacation next week.,0
Get away from me! Leave me alone!,1
"My boss was talking about potentially starting a new project in the next quarter, which sounds interesting but also a lot of work.",0
"I think I might have forgotten my wallet, I have to go back immediately.",1
I can't believe how fast time flies when you're having fun.,0
"I'm being watched, I know it.",1
"This soup needs a little more spice, don't you think?",0
One more word out of you and you'll see what happens.,1
Coffee or tea today?,0
Just enjoying the sunshine.,0
Did you see that movie?,0
My phone battery's low.,0
It's really humid out.,0
"Got to run, bye!",0
Sounds like a good plan.,0
"Okay, I'll meet you.",0
The bus is late again.,0
I really loved that new Italian restaurant we tried.,0
Don't forget to pick up groceries on your way home.,0
We're planning a weekend trip to the mountains next month.,0
This weather is perfect for a walk in the park.,0
"I finished reading that book you recommended, it was quite good.",0
The traffic was absolutely terrible this morning on the highway.,0
Let's grab some lunch before we head back to work.,0
"I heard a really funny joke yesterday, you'll love it.",0
We should definitely go see that new exhibit at the museum.,0
I'm so excited for the concert next Friday night.,0
"We spent the entire afternoon just chatting and laughing at the cafe, it was lovely catching up.",0
"I had this incredibly vivid dream last night about flying through space, it was absolutely wild.",0
"The suspense in that thriller novel kept me on the edge of my seat until the very last page, it was so good.",0
"My cousin is coming to visit next week from out of town, so we're making plans for sightseeing around the city.",0
"Even though the horror film was genuinely terrifying, we both knew it was just fiction and had a great time watching it.",0
"Help me, please!",1
Get away from me!,1
Don't touch me!,1
Call the police!,1
"Someone, stop him!",1
"I'm not feeling well, I need to leave right now.",1
"Could you please call my sister, the one named Mary?",1
"I think I left my jacket in your car, can you check?",1
Is anyone else hearing that strange noise outside?,1
"I need to use the restroom, I'll be right back.",1
He's been following me since the bus stop.,1
I keep seeing that same car behind me.,1
I'm pretty sure someone is watching my apartment.,1
That man has been lingering near my door for a while now.,1
"Every time I turn around, he's still there.",1
Don't you dare scream or I'll hurt you.,1
"If you tell anyone, you'll regret it.",1
"You're coming with me, whether you like it or not.",1
Just listen to me and nothing bad will happen.,1
"I've been watching you, and I know where you live.",1
"I can't leave, the door is locked from the outside.",1
He won't let me go anywhere by myself.,1
"I'm stuck here, I don't know what to do.",1
"Please, just open this door, I need to get out.",1
"He's got my phone, I can't call anyone.",1
"Coffee or tea, which one do you prefer this morning?",0
"What a beautiful day, perfect for a walk in the park.",0
"Just grabbing some milk from the fridge, almost done here.",0
"That's absolutely hilarious, seriously, I can't stop laughing.",0
"See you tomorrow then, bright and early for our meeting.",0
"I'm thinking of ordering pizza for dinner tonight, does that sound good?",0
Did you watch that new sci-fi series everyone's been talking about online?,0
We should definitely go to that new cafe next weekend for brunch.,0
Can you please pick up some groceries on your way home from work?,0
"The traffic was absolutely terrible on the highway this morning, took ages.",0
"My flight gets in around five o'clock on Saturday afternoon, can you meet me?",0
"Remember to bring your umbrella with you, it might rain later this evening.",0
I finally finished reading that fantastic book you recommended to me last month.,0
"Let's meet at the park after work, around six, if you're free.",0
He told a really funny joke at the office party that had everyone cracking up.,0
I was so stressed about that presentation but it actually went really well in the end.,0
We need to decide what kind of cake we want for your sister's birthday celebration next month.,0
I heard they're opening a new art exhibition downtown and I'm really excited to check it out.,0
My neighbor's dog got loose again and chased a squirrel right up the oak tree in my backyard.,0
I'm planning to reorganise my entire closet this weekend to make more space for my new clothes.,0
That horror movie we watched last night gave me nightmares but it was still really well-made.,0
I'm just calling to confirm our dinner reservations for Thursday at eight in the evening.,0
"We had a great time at the beach yesterday, the kids built an enormous sandcastle near the waves.",0
Don't forget your appointment with the dentist on Tuesday morning at ten-thirty sharp.,0
She was laughing so hard at his silly story that tears were streaming down her face.,0
Help me please!,1
He's behind me.,1
"I think someone is following me right now, I'm scared.",1
"Please, just let me go home now, I don't want any trouble.",1
"I'm not safe here, can you hear me? I'm in danger.",1
"They won't let me leave the room, the door is locked from the outside.",1
"I'm scared, I really don't feel safe walking alone.",1
He's threatening to hurt my family if I don't do what he says.,1
"I need to get out of this car right away, please open the door.",1
Is anyone there? Can you hear me? I need assistance.,1
"This is not what it looks like, call someone, please.",1
He said he knows where I live and will come for me.,1
"I'm just going to step outside for a second, I left something in the car, I think.",1
There's a man staring at me from across the street and he's been there for an hour.,1
"He took my phone and keys, and now he's blocking the only exit from the apartment.",1
Please just pretend everything is normal but I need you to call the police right away.,1
I'm trapped inside this building and I can hear someone trying to force the door open downstairs.,1
He grabbed my arm really hard and told me not to scream or he'll do something worse.,1
"I saw him lurking outside my house again this morning, I'm really terrified he'll come inside.",1
"Don't call me, just listen, I'm in the back of a grey van and I don't know where I'm going.",1
He just cornered me in the stairwell and I don't think anyone else is even on this floor.,1
My daughter is home alone and someone is trying to break through the back door right now.,1
What's for dinner tonight?,0
The weather is lovely.,0
I'm running a bit late.,0
I'm being followed.,1
Pass me the remote.,0
Let me go!,1
I need help.,1
Let's meet tomorrow evening.,0
Please don't hurt me.,1
He's right behind me.,1
Sounds like a plan.,0
I'm not safe.,1
I had a really busy day at work.,0
I think someone is watching my apartment.,1
We should definitely try that new restaurant next week.,0
Please call the police for me.,1
Can you pick up some milk on your way home?,0
"I just want to leave, please.",1
Remember that hilarious joke you told yesterday?,0
He won't let me get out of the car.,1
I'm so excited for our vacation next month.,0
I'm in danger right now.,1
That horror film gave me nightmares for days.,0
"My phone is almost dead, I can't call anyone.",0
"My phone battery is almost dead, I need to charge it.",0
I'm just going to step outside for a second.,1
Let's binge-watch that new series everyone's talking about.,0
"Don't look, but I need you to help me.",1
"The traffic was absolutely terrible this morning, as usual.",0
"He has a knife, please be quiet.",1
I was just thinking about how much fun we had at your birthday party last year.,0
"This person keeps showing up everywhere I go, it's really starting to scare me.",1
We need to decide which color paint to use for the living room walls before the weekend.,0
I'm really afraid of what might happen if I stay here much longer.,1
"Honestly, I'm completely swamped with assignments right now, but I'll make time for you later.",0
"He's locked all the doors and taken my car keys, I can't leave this house.",1
I overheard them discussing the new project and it sounds really challenging but also exciting.,0
"If you can hear me, please send someone to my location immediately, I'm in serious trouble.",1
I can't believe how quickly time flies; it feels like just yesterday we were graduating college.,0
"I saw him lurking outside my window again last night, I genuinely don't feel safe here anymore.",1
"My sister called to say she's coming to visit next month, so we should plan some fun activities.",0
"I'm trying to act normal, but I'm being threatened and I need you to understand I'm in danger.",1
"The cat just knocked over my coffee cup, thankfully it was empty, but it gave me a fright.",0
"He just told me he knows where my family lives if I try to report him, so I'm trapped.",1
"We were talking about that strange dream I had where I was flying through a rainbow, it was so vivid.",0
Could you possibly call my sister and just tell her I said red if she asks? It's really important.,1
The weather's really nice.,0
See you later then.,0
I'm scared.,1
"Just finished work, finally.",0
That was a good movie.,0
Can you pass the salt?,0
I love this song.,0
I can't leave.,1
"Okay, got it, thanks.",0
"No, stop it!",1
Remember that really funny joke we heard yesterday?,0
I'm thinking of trying that new cafe down the street.,0
I think someone is following me home right now.,1
Did you hear about the new art exhibit opening next week?,0
"He's got a knife, I'm trapped in here.",1
We should definitely plan a weekend trip sometime soon.,0
Can you hear me? I need help immediately.,1
"My sister just got a promotion, I'm so proud of her.",0
"I don't feel safe right now, I need to get out.",1
I need to pick up some groceries after work today.,0
"This man won't leave me alone, he's harassing me.",1
The traffic was absolutely terrible on the way here.,0
I'm just going to step outside for a second... I'm not okay.,1
"Let's meet at the usual spot around seven, okay?",0
"He said he knows where I live, please do something.",1
"This book is so interesting, I can't put it down.",0
Is anyone there? I'm locked in this room.,1
"I was watching that documentary last night, and the part about the deep sea creatures was genuinely fascinating.",0
"I'm in the back of a car, I don't know where I'm going.",1
"My neighbor's dog somehow managed to get into our garden again, but it was all very harmless and cute.",0
"If you're listening, I'm at the address I sent you earlier, please send help now.",1
"We're planning a small get-together at my place on Saturday, just a casual barbecue with a few friends.",0
"He's been standing outside my building for the past hour, just staring, and it's really unsettling me.",1
"I bought these really comfy new sneakers online, and they arrived today, perfect for my morning run tomorrow.",0
"I need to get off this bus, this guy keeps getting closer and looking at me strangely.",1
"I spent the entire afternoon cleaning out the garage, and now it looks incredibly organized, which is a relief.",0
"He's threatening to hurt my family if I don't do exactly what he says, I'm so terrified right now.",1
"That horror movie we watched last night was so scary, I practically jumped out of my seat a dozen times.",0
"I'm going to drop my phone, if you hear that, it means I'm in trouble.",1
"My train was delayed by over an hour this morning because of some technical issues, which was quite annoying.",0
"I'm trying to act normal, but this person has me cornered and I don't know what to do next.",1
"We were discussing all the different travel plans for our summer vacation, but nothing is finalized yet.",0
"Tell mom I love her, and if anyone asks, I'm just taking a long walk, but I'm not.",1
That new cafe on the corner has amazing coffee.,0
I'm just going to step outside for a second... if you get what I mean.,1
"I watched that psychological thriller last night and it was genuinely chilling, but I loved it.",0
"Don't you dare touch me, get away!",1
I'll meet you there.,0
"He's still following me, I'm sure of it. He's right behind me.",1
Did you remember to pick up the dry cleaning?,0
"I can't leave, he won't let me go.",1
We should definitely go see that comedy film everyone's been talking about this weekend.,0
"I don't feel safe right now, this is really bad.",1
It's pouring outside.,0
"The blue code is active, can you hear me?",1
My internet connection keeps dropping today.,0
"I finally finished reading that really long novel, and the ending was surprisingly satisfying.",0
Is everything... orange on your end? Just checking.,1
Get your hands off me! I said stop!,1
Let's grab a quick lunch somewhere nearby.,0
I've seen him outside my house for the past three nights.,1
Remember that time we got completely lost during our trip to the mountains? That was an adventure!,0
"He locked the door, I can't open it.",1
"Okay, see you then.",0
"My heart is pounding, I'm so scared.",1
This traffic is absolutely dreadful right now.,0
Is anyone... tracking the weather anomaly?,1
"I'm thinking of trying out that new recipe for pasta tonight, it looks really delicious.",0
"I need immediate help, someone call the police!",1
Almost done here.,0
"My battery is very low, I need a charge... urgently.",1
Are you free to chat later this evening?,0
"If you come any closer, I'll scream.",1
"The concert last night was incredible, the band played all my favorite songs and the crowd was electric.",0
He's watching me through the window right now.,1
Just five more minutes.,0
"I'm stuck here, I can't move.",1
I need to buy some new shoes for the wedding.,0
"This isn't right, this is very wrong.",1
"He was telling us this wild story about how he almost missed his flight, it was quite dramatic.",0
"I dropped the red book, do you copy?",1
Totally agree.,0
Let me go! Let me go right now!,1
The weather forecast says it will clear up by afternoon.,0
Can you confirm the dinner plans for... tomorrow?,1
"I'm so excited about our vacation next month, I've already started planning all the sightseeing.",0
Stop it! Stop touching me!,1
"Sure, no problem.",0
I think that car has been circling the block for a while.,1
Just enjoying the sun.,0
Did you see that?,0
I'll meet you soon.,0
That's a funny joke.,0
Weather's getting warmer.,0
Pick up milk later.,0
We should definitely try that new cafe downtown this weekend.,0
The traffic was absolutely terrible on my way home from work today.,0
"I finished reading that book you recommended, it was quite interesting.",0
Remember that hilarious scene from the movie last night? I can't stop laughing.,0
"I'm thinking of cooking pasta for dinner, does that sound good to you?",0
"My phone battery is dying, I need to find a charger quickly.",0
"This new song on the radio is actually pretty catchy, I like it.",0
"We need to plan our trip for next month, where should we go?",0
"I just got back from the gym, feeling good after a workout.",0
"The horror movie we watched last night was so incredibly terrifying, I couldn't sleep properly for hours afterwards.",0
"We were discussing all the exciting plans for our summer vacation, thinking of visiting a few different countries.",0
"I spent the entire afternoon organizing my closet, trying to get rid of all the old clothes I don't wear anymore.",0
My colleague was telling me about a bizarre dream she had where she was being chased by a giant purple monster.,0
"The kids are having so much fun playing in the park right now, it's lovely to see them enjoying themselves.",0
I'm really looking forward to the concert next week; I've been waiting to see this band perform live for ages.,0
We just had a long chat about all the latest political news and current events happening around the world.,0
"I was just telling her about the incredibly challenging new project I've taken on at work, it's quite demanding.",0
Help me please.,1
Don't touch me.,1
Let me go now.,1
Call someone quick!,1
"Please, I just want to leave, let me out of here.",1
I think someone is watching me from across the street.,1
"You need to stop following me, I'm going to call the police.",1
"I'm not safe, he knows where I live, please help me.",1
"Is anyone there? I'm trapped in this room, the door is locked.",1
"I'm just going to step out for a second, I really need to go now.",1
He said he'd hurt me if I tried to tell anyone about this.,1
"I saw him again at the bus stop, he keeps showing up wherever I go.",1
"I feel like something bad is going to happen, I'm really nervous.",1
"I need help, I'm in a dangerous situation and I can't speak freely right now, please understand.",1
"This man keeps trying to grab me, I'm running as fast as I can through the crowded market.",1
"He told me if I don't comply, he'll make sure my family suffers the consequences, I'm so terrified.",1
"I've been trying to leave for an hour but he won't let me get to the door, I'm a prisoner here.",1
"I just saw him peeking into my window again, he's been doing it every night for the past week.",1
"I don't feel safe right now, I have a bad feeling about this situation and I need to get out immediately.",1
Could you please call my sister for me? Tell her I'm with you and I'm fine but I really need her to call me back urgently.,1
"He's threatening to expose some private information about me if I don't do exactly what he says, I don't know what to do.",1
Fancy some coffee later?,0
It's raining cats and dogs.,0
That movie was hilarious.,0
Meeting you at the cafe.,0
Just picked up groceries.,0
The bus is finally here.,0
Did you see the news?,0
I'm so tired today.,0
We should definitely try that new Italian restaurant next week.,0
The traffic was absolutely terrible on my way to work this morning.,0
I can't believe how much homework we have for tomorrow's class.,0
"Remember that crazy party we went to last summer, it was wild.",0
"My phone battery is almost dead, I need to find a charger quickly.",0
"What are your plans for the upcoming long weekend, anything exciting?",0
"I'm thinking of redecorating my living room, maybe paint it blue.",0
"She said the book was thrilling, a real page-turner from start to finish.",0
Don't forget to call your mom back before she gets worried about you.,0
"I heard they're opening a new park downtown, sounds like fun.",0
We were talking about that truly terrifying ghost story last night and it still gives me chills thinking about it.,0
"Seriously, the new horror film we watched last night had me jumping out of my seat every five minutes, it was fantastic.",0
"I'm really looking forward to our vacation next month, I've been dreaming of that beach for ages now.",0
"The chef at that restaurant created an incredible five-course meal, each dish was a work of art and absolutely delicious.",0
"So, for the team project, I think we should focus on the data analysis first, then move onto the presentation slides.",0
"We just finished planning out all the details for Sarah's surprise birthday party next Saturday, it's going to be epic.",0
"My friend told me about this incredibly scary roller coaster ride they have at the amusement park, I'm kind of tempted to try it.",0
Please help me.,1
He's following me.,1
I need to go.,1
Leave me alone.,1
Call the police.,1
Get away now.,1
"I don't know where I am, I'm lost and afraid.",1
"He won't let me leave the room, I'm trapped here.",1
"This man is making me really uncomfortable, he keeps staring.",1
"I need to get out of here, I don't feel safe right now.",1
He just threatened to hurt my family if I try to escape.,1
"I think someone is watching my house, I saw a car outside.",1
"Please, I'm just going to step outside for a quick second.",1
"I can't talk properly right now, just call my sister.",1
Tell them I'm at the address on the note.,1
He said he knows where I live if I tell anyone.,1
"My phone is almost dead, and I need to charge it urgently.",1
This guy keeps walking behind me no matter where I turn.,1
"He grabbed my arm and pulled me into the alleyway, I'm begging you, please don't hurt me.",1
"I'm in the back of a dark van, I don't recognize this route, and he's driving so fast.",1
"I'm wearing a blue jacket and red scarf, please find me quickly, I think he has a knife.",1
"He just told me if I scream or try anything, he will make sure no one ever finds me.",1
"I was supposed to meet my friend for lunch, but this man has been waiting outside my building for an hour.",1
