text,label
वो मुझे डरा रहा है और पास आने की कोशिश कर रहा है।,1
मैं अभी बाजार से कुछ सब्जियां लेकर घर आई हूँ।,0
"दरवाज़ा अंदर से बंद है, मैं निकल नहीं पा रही हूँ।",1
"मेरा नया फोन बहुत अच्छा काम कर रहा है, बैटरी भी अच्छी चलती है।",0
उसने मेरी चाबी ले ली है और फोन भी छीन लिया है।,1
आज मुझे कुछ किराने का सामान और दवाइयां खरीदनी है।,0
मैं इस कमरे में फंस गई हूँ और बाहर जाने का कोई रास्ता नहीं है।,1
क्या हम आज शाम को मॉल चलें कपड़े देखने के लिए?,0
"मुझे यहाँ बहुत ज्यादा डर लग रहा है, मेरा दम घुट रहा है।",1
"मैंने ऑनलाइन शॉपिंग पर बहुत अच्छी डील देखी है, सोच रही हूँ ले लूँ।",0
"मैं बहुत सहमी हुई हूँ, मुझे समझ नहीं आ रहा क्या करूँ।",1
"ये वाली ड्रेस मुझ पर कैसी लगेगी, क्या ये मुझे लेनी चाहिए?",0
"मेरा दिल बहुत ज़ोर से धड़क रहा है, मुझे बहुत घबराहट हो रही है।",1
मुझे इस हफ्ते बैंक जाना है कुछ ज़रूरी कागजी काम करवाने।,0
"मुझे यहाँ से निकलना है, प्लीज कोई मेरी मदद करो।",1
आज खाना बहुत अच्छा था।,0
मौसम बहुत सुहावना है आज।,0
कल हम शॉपिंग करने जाएंगे।,0
मुझे लगता है कि तुम्हें थोड़ा आराम करना चाहिए।,0
आज ऑफिस में बहुत काम था लेकिन मैंने सब खत्म कर दिया।,0
क्या तुमने वो नई फिल्म देखी है?,0
"हाँ, वो बहुत अच्छी थी, खासकर उसका संगीत।",0
बच्चों की स्कूल फीस कब भरनी है?,0
शाम को पार्क में घूमने चलें?,0
मेरी दोस्त ने मुझे आज एक मज़ेदार किस्सा सुनाया।,0
"तुम्हें क्या लगता है, हमें इस हफ्ते कहाँ घूमना चाहिए?",0
"मैंने आज सुबह चाय नहीं पी, इसलिए थोड़ा आलस आ रहा है।",0
"अरे, ये कौन सा गाना बज रहा है, मुझे बहुत पसंद है।",0
"चलो, कल सुबह जल्दी उठकर योग करते हैं।",0
"इस किताब की कहानी बहुत दिलचस्प है, तुम्हें भी पढ़नी चाहिए।",0
क्या तुम मेरे लिए थोड़ी देर रुक सकती हो?,0
आज मैंने अपने पसंदीदा रेस्टोरेंट में खाना खाया।,0
मुझे अपने घर की साफ-सफाई करनी है।,0
इस बार दिवाली पर क्या-क्या बनाना है?,0
"अरे वाह, ये ड्रेस तो तुम पर बहुत अच्छी लग रही है।",0
"कल की मीटिंग बहुत लंबी चली, मैं तो थक गई थी।",0
मुझे याद नहीं आ रहा कि मैंने चाबियाँ कहाँ रखी हैं।,0
आजकल सब्जियों के दाम बहुत बढ़ गए हैं।,0
"चलो, अब घर चलते हैं, बहुत देर हो गई है।",0
उसने बताया कि भूत वाली फिल्म बहुत डरावनी थी पर हम सुरक्षित घर पर हैं।,0
बचाओ! मुझे अकेला छोड़ दो।,1
मुझे छूने की हिम्मत मत करना।,1
मेरा पीछा करना बंद करो।,1
"मुझे यहाँ से बाहर निकलना है, दरवाज़ा खोलो।",1
वो आदमी मुझे घूर रहा है और मेरे पीछे आ रहा है।,1
"मैंने उससे कहा कि मैं पुलिस को बुलाऊँगी, पर उसने मुझे धमकी दी।",1
कोई है? कृपया मेरी मदद करें।,1
"मेरी साँस घुट रही है, मुझे यहाँ से निकालो।",1
"मुझे बहुत डर लग रहा है, मुझे लगता है कुछ गलत होने वाला है।",1
"उसने मेरा फोन छीन लिया है, मैं किसी को कॉल नहीं कर सकती।",1
"प्लीज, किसी तरह मुझे घर जाने दो।",1
"मैं फँस गई हूँ, कोई नहीं सुन रहा है।",1
मुझे जाने दो! मैं तुम्हें कुछ नहीं बताऊँगी।,1
"वो यहीं आस-पास है, मैं उसे महसूस कर सकती हूँ।",1
उसने मुझे गाड़ी में जबरदस्ती बिठाया है।,1
"ये आदमी मुझे फॉलो कर रहा है, मुझे बहुत बेचैनी हो रही है।",1
"मेरी सहेली को बुला दो, उसे पता है क्या करना है।",1
"मेरी तबियत ठीक नहीं है, मुझे तुरंत मदद चाहिए।",1
"मुझे यहाँ से निकलना है, मुझे साँस नहीं आ रही।",1
"उन्होंने मेरा रास्ता रोक लिया है, मुझे आगे नहीं जाने दे रहे।",1
"तुम मुझे मत छुओ, मुझे घिन आती है तुमसे।",1
"वो मेरे घर की तरफ आ रहा है, मुझे डर लग रहा है।",1
मैंने दरवाज़ा बंद करने की कोशिश की पर वो अंदर आ गया।,1
"ये मेरा फोन नहीं है, मैं किसी और नंबर से कॉल कर रही हूँ।",1
"मुझे बाथरूम जाना है, क्या तुम मेरे साथ बाहर आ सकती हो?",1
आज मौसम बहुत अच्छा है।,0
तुम्हारे घर कौन-कौन आ रहा है?,0
कल क्या प्लान है?,0
मैंने नई साड़ी खरीदी है।,0
"हाँ, बिल्कुल सही कहा तुमने।",0
आज ऑफिस में बहुत काम था।,0
क्या तुमने वो नया गाना सुना?,0
"चलो, अब शॉपिंग के लिए चलते हैं।",0
मुझे लगता है हमें थोड़ा और रुकना चाहिए।,0
यह किताब बहुत दिलचस्प है।,0
रात के खाने में क्या बनाएंगे आज?,0
मुझे भूख नहीं लग रही है।,0
कल हमने पार्टी में बहुत एन्जॉय किया।,0
आज रात कौन सी फिल्म देखनी है?,0
मुझे एक कप चाय मिलेगी?,0
वो हॉरर फिल्म सच में बहुत डरावनी थी।,0
भूत-प्रेत की कहानियाँ सुनना मुझे पसंद है।,0
अँधेरे में चलना कभी-कभी थोड़ा अजीब लगता है।,0
डरावनी आवाज़ें सुनकर मैं चौंक गई।,0
ये मेरा पसंदीदा रंग है।,0
तुम कहाँ जा रही हो?,0
मुझे तुम्हारी मदद चाहिए।,0
क्या तुम मुझे स्टेशन छोड़ सकती हो?,0
"अरे, ये तो बहुत अच्छा है।",0
"ठीक है, मैं तुम्हें बाद में कॉल करती हूँ।",0
मुझे बचाओ!,1
मुझे यहाँ से जाना है!,1
कोई मेरी मदद करो!,1
मुझे अकेला छोड़ दो!,1
"मुझे बाहर निकलना है, अभी!",1
मुझे बस एक सेकंड के लिए बाहर जाना है।,1
"प्लीज, मुझे फोन करने दो।",1
क्या आप मेरी बहन को बता सकते हैं कि मैं कहाँ हूँ?,1
मुझे नहीं पता मैं कहाँ हूँ।,1
वो आदमी मेरा पीछा कर रहा है।,1
उसने मुझे फिर से देखा।,1
वो मेरे पीछे-पीछे आ रहा है।,1
मुझे लग रहा है कोई मेरा पीछा कर रहा है।,1
उसने धमकी दी है कि अगर मैंने किसी को बताया तो...,1
उसने कहा कि वह मुझे नुकसान पहुंचाएगा।,1
अगर मैंने शोर मचाया तो वो बुरा करेगा।,1
मुझे कुछ मत कहना।,1
"दरवाज़ा बंद है, मैं निकल नहीं सकती।",1
मुझे यहाँ बंद कर दिया गया है।,1
मैं इस कमरे से बाहर नहीं जा पा रही हूँ।,1
मुझे बहुत डर लग रहा है।,1
मैं बहुत परेशान हूँ।,1
मेरी सांस फूल रही है।,1
"आज मौसम बहुत अच्छा है, बाहर चलें?",0
तुम्हारी चाय बहुत अच्छी बनी है।,0
आज काम कैसा रहा तुम्हारा?,0
कल पार्टी में बहुत मज़ा आया था।,0
क्या तुमने वो नई फ़िल्म देखी?,0
मुझे ये गाना बहुत पसंद है।,0
"चलो, अब घर चलते हैं।",0
तुम्हारा वीकेंड कैसा रहा?,0
"हां, बिलकुल, मैं तुम्हें बाद में कॉल करती हूं।",0
"पता नहीं, मुझे क्या पहनना चाहिए।",0
रात के खाने में क्या बनाएं आज?,0
"मुझे भूख लगी है, कुछ खाने को है?",0
कल शाम को डिनर के लिए बाहर चलेंगे?,0
आज लंच में क्या बनाया था?,0
मुझे कॉफ़ी चाहिए।,0
हम इस वीकेंड घूमने जा रहे हैं।,0
छुट्टी में क्या करने का प्लान है?,0
"वो हॉरर फ़िल्म बहुत डरावनी थी, मैं रात भर सो नहीं पाई।",0
"मुझे सपने में एक भूत दिखा, पर वो बस सपना था।",0
तुमने वो सीरियल देखा? बहुत सस्पेंस है उसमें।,0
मुझे अब दुकान जाना है कुछ सामान लेने।,0
मेरी दोस्त आज आ रही है मुझसे मिलने।,0
बस स्टैंड कहाँ है यहाँ से?,0
क्या तुम मेरी मदद कर सकती हो?,0
मुझे लगता है बारिश आने वाली है।,0
बचाओ! कोई है वहाँ?,1
"मुझे जाने दो, प्लीज।",1
मत छुओ मुझे! दूर रहो!,1
ये क्या कर रहे हो तुम?,1
मुझे छोड़ दो!,1
प्लीज मेरी मदद करो।,1
मुझे अकेला छोड़ दो।,1
मैं चिल्लाऊंगी अगर तुम नहीं रुके।,1
"मुझे अभी बाहर जाना है, सिर्फ़ एक सेकंड के लिए।",1
"क्या तुम मुझे बाद में कॉल कर सकती हो, अर्जेंट है?",1
"मुझे बाथरूम जाना है, दरवाज़ा खोलिए।",1
क्या तुमने वो नीली किताब देखी मेरी?,1
"क्या हम इस बारे में बाद में बात कर सकते हैं, जब हम अकेले हों?",1
"मुझे लगता है मेरा फोन छूट गया, मुझे देखने जाना होगा।",1
वो आदमी मेरे पीछे आ रहा है बहुत देर से।,1
उसने मुझे पार्क में देखा था और अब मेरी तरफ़ आ रहा है।,1
उसने धमकी दी कि अगर मैंने कुछ बोला तो वो मुझे मार डालेगा।,1
अगर तुमने शोर मचाया तो बहुत बुरा होगा।,1
उसने कहा कि मेरे परिवार को नुक़सान पहुंचाएगा।,1
"दरवाज़ा बंद है, मैं निकल नहीं सकती यहाँ से।",1
"मुझे बंद कर दिया है, कोई रास्ता नहीं है बाहर जाने का।",1
मैं इस कमरे से बाहर नहीं निकल पा रही हूँ।,1
मुझे यहाँ बहुत डर लग रहा है।,1
"मेरी तबीयत ठीक नहीं लग रही, मुझे सांस नहीं आ रही।",1
"कल रात देर तक टीवी देख रही थी, इसलिए आज थोड़ी नींद आ रही है।",0
"पता है, सीमा की शादी अगले महीने है और उसने मुझे अपनी ड्रेस खरीदने में मदद करने के लिए कहा है।",0
ये नई फिल्म कब रिलीज़ हो रही है?,0
"यार, आजकल काम का बहुत स्ट्रेस है और मैं सोच रही हूँ कि कुछ दिनों की छुट्टी ले लूँ।",0
"चलो, कहीं घूमकर आते हैं।",0
"हाँ, बिल्कुल सही कह रही हो तुम।",0
मुझे लगा तुम घर पर ही होगी।,0
इस दुकान पर हमेशा भीड़ रहती है।,0
क्या आज शाम को कॉफी पर चलें?,0
मैंने सोचा था कि बिरयानी बनाऊँगी।,0
अगली बार कहाँ घूमने जाना है?,0
कल मार्केट से कुछ सब्जियां लानी हैं।,0
"वो हॉरर फ़िल्म इतनी डरावनी थी कि मैं रात भर ठीक से सो नहीं पाई, हर आवाज़ पर डर रही थी।",0
भूत-प्रेत की कहानियाँ सुनने में मज़ा आता है।,0
मैंने कल रात एक बहुत बुरा सपना देखा।,0
मेरा फोन चार्ज नहीं हो रहा है।,0
उसने मुझे कहा कि यह काम हो जाएगा।,0
ये वाली ड्रेस मुझ पर कैसी लग रही है?,0
मुझे तुम्हारी मदद चाहिए थी इस प्रोजेक्ट के लिए।,0
ट्रैफिक में बहुत देर लग गई आने में।,0
"अरे सुनो, एक बात बतानी है तुम्हें।",0
मुझे लगता है आज बारिश होने वाली है।,0
"मुझे यहाँ से जाने दो, प्लीज़।",1
"मत छुओ मुझे, दूर रहो!",1
छोड़ दो मुझे! मुझे चोट लग जाएगी।,1
"अरे, यह क्या कर रहे हो?",1
मुझे... बाहर निकलना है... अब।,1
क्या हम... बात कर सकते हैं... बाहर?,1
मुझे... ठीक नहीं लग रहा... मुझे जाना होगा।,1
"नहीं, मेरा फोन... शायद... बैटरी खत्म हो गई है।",1
मुझे... कुछ पता नहीं... प्लीज़।,1
मेरी मम्मी... वो बीमार हैं... मुझे जाना है।,1
वो आदमी... मेरे पीछे आ रहा है... मुझे डर लग रहा है।,1
मुझे लगता है कोई मेरा पीछा कर रहा है।,1
"वो मुझे हर जगह फॉलो कर रहा है, मैं क्या करूँ?",1
उसने धमकी दी कि अगर मैंने कुछ बताया तो...,1
"चुप रहो, वरना तुम्हारे साथ बहुत बुरा होगा।",1
अगर आवाज़ की तो तुम्हारी खैर नहीं।,1
"वो मुझे डरा रहा है, कह रहा है कि चुप रहूँ।",1
"मैं यहाँ फँसी हुई हूँ, कोई मदद करो!",1
"मुझे बांध दिया है, मैं हिल भी नहीं पा रही।",1
"मुझे बहुत डर लग रहा है, प्लीज़ मदद करो।",1
मेरे साथ कुछ गलत हो रहा है!,1
"मेरी जान को खतरा है, प्लीज़।",1
"मुझे यहाँ अकेले नहीं रहना, मैं बहुत सहमी हुई हूँ।",1
कल मिलते हैं।,0
कितने बजे निकलना है?,0
कोई है क्या?,1
मौसम बहुत सुहावना है।,0
मुझे जाने दो।,1
"हाँ, बिल्कुल ठीक है।",0
दूर रहो मुझसे।,1
यह कॉफी बहुत गर्म है।,0
पुलिस को बुलाओ।,1
"रात के खाने में क्या बनाना चाहिए, मुझे समझ नहीं आ रहा।",0
उसने मेरा पीछा किया।,1
"कल पार्क में चलेंगे, बच्चे बहुत खुश होंगे।",0
मत छुओ मुझे।,1
"मैंने नई किताब पढ़ना शुरू किया है, बहुत दिलचस्प है।",0
क्या तुम्हें आज शाम को मेरे साथ चलना है?,0
"वो वाली फिल्म बहुत डरावनी थी, मैंने पूरी रात नहीं सो पाई।",0
क्या हम थोड़ी देर के लिए बाहर मिल सकते हैं?,1
"आज ऑफिस में बहुत काम था, मैं थक गई हूँ।",0
"मुझे एक ज़रूरी कॉल करना है, क्या तुम मुझे फोन दे सकते हो?",1
अपनी दोस्त के साथ घूमने का प्लान बना रही हूँ।,0
क्या तुम्हें वो नंबर याद है जो मैंने तुम्हें इमरजेंसी के लिए दिया था?,1
"अरे, ये टी-शर्ट तुम पर बहुत अच्छी लग रही है।",0
"मुझे यहां से निकालना है, किसी भी तरह।",1
कल की मीटिंग के लिए तैयारियाँ हो चुकी हैं क्या?,0
"मैं ठीक नहीं हूँ, मुझे मदद चाहिए।",1
मैं सोच रही थी कि अगले महीने हम शिमला या मनाली घूमने चले जाएं।,0
"वो आदमी कब से मेरे पीछे आ रहा है, मुझे अजीब लग रहा है।",1
"मेरे पड़ोसी की बिल्ली ने आज सुबह दो छोटे-छोटे बच्चे दिए हैं, वे बहुत प्यारे हैं।",0
उसने मुझे धमकी दी है कि अगर मैंने कुछ भी बोला तो अच्छा नहीं होगा।,1
"मैंने सुना है कि उस नए रेस्टोरेंट में बहुत स्वादिष्ट खाना मिलता है, हमें कोशिश करनी चाहिए।",0
"यह आदमी मेरा पीछा कर रहा है, क्या आप देख सकते हैं?",1
इस बार दिवाली पर मैं अपने घर को पूरी तरह से नया रूप देना चाहती हूँ।,0
"मुझे लगता है वो मेरी तस्वीरें ले रहा था, मैं बहुत डरी हुई हूँ।",1
"पिछली बार जब हम यहाँ आए थे, तब ये दुकान नहीं थी, ये कब खुली?",0
"दरवाज़ा बंद है और चाबी नहीं मिल रही, मैं यहाँ से निकल नहीं सकती।",1
मुझे लगता है कि आज शाम तक सारा काम खत्म हो जाएगा और फिर हम आराम कर पाएंगे।,0
मैं इस टैक्सी में अकेली हूँ और यह गलत रास्ते पर जा रही है।,1
मैंने अपने भाई को फोन करके बताया कि हमारी ट्रेन कल सुबह सही समय पर आ रही है।,0
"मुझे नहीं पता कि मैं कहाँ हूँ, यह जगह बहुत सुनसान है और मुझे डर लग रहा है।",1
क्या तुम्हें याद है कि हमने पिछली गर्मियों में पहाड़ों पर कितना मज़ा किया था?,0
"मेरे साथ कुछ गलत होने वाला है, मुझे यह महसूस हो रहा है।",1
अपनी पुरानी यादों को ताजा करने के लिए हमें एक बार फिर से दोस्तों से मिलना चाहिए।,0
"मैंने उससे कहा कि वो रुक जाए, पर वो मेरी बात नहीं सुन रहा है।",1
मुझे आज जल्दी घर जाना है क्योंकि मेरी मम्मी मेरा इंतज़ार कर रही होंगी।,0
"मैं फंस गई हूँ, कोई मेरी मदद करो, मैं निकल नहीं पा रही हूँ।",1
आज मौसम बहुत सुहावना है।,0
रात के खाने में क्या बनाना चाहिए?,0
"हाँ, मैं कल शाम को तुम्हें उसी कैफे में मिलूँगी।",0
"वाह, ये गाना कितना अच्छा है!",0
"आज ऑफिस में बहुत काम था, थक गई हूँ।",0
मुझे लगता है कि हमें अब घर के लिए निकलना चाहिए।,0
"उसने नई किताब खरीदी है, क्या तुमने पढ़ी?",0
ये साड़ी मुझ पर कैसी लग रही है?,0
"हाँ, मैंने अपना होमवर्क कर लिया है।",0
"चलो, इस दुकान में देखते हैं क्या नया आया है।",0
तुम्हारी कहानी सुनकर बहुत हंसी आई।,0
मुझे अगली हफ्ते छुट्टी मिलने वाली है।,0
क्या हम आज रात को फिल्म देखने चलें?,0
मुझे एक कप गर्म कॉफी चाहिए।,0
बस स्टैंड पर पहुंचने में कितना समय लगेगा?,0
"मैंने ऑनलाइन कुछ कपड़े ऑर्डर किए हैं, वे जल्द ही आ जाएंगे।",0
"देखो, वह बिल्ली कितनी प्यारी है!",0
"तुम्हें क्या लगता है, हमें कौन सी वाली खरीदनी चाहिए?",0
इस रेस्टोरेंट का खाना हमेशा ही लाजवाब होता है।,0
"कल रात मैंने जो डरावनी फिल्म देखी, वो इतनी सस्पेंसफुल थी कि मैं पूरी रात सो नहीं पाई।",0
क्या तुम कृपया मेरे लिए वो किताब ले आओगी?,0
"मुझे लगता है कि यह आइडिया बहुत अच्छा है, हमें इस पर काम करना चाहिए।",0
"मेरा फोन चार्ज नहीं हो रहा है, मुझे चार्जर चाहिए।",0
"हाँ, मैं बिल्कुल ठीक हूँ, चिंता मत करो।",0
अगले महीने हमारी गोवा जाने की योजना है।,0
प्लीज़ मुझे जाने दो!,1
मुझे मत छुओ!,1
कोई है क्या? मुझे डर लग रहा है।,1
"वह आदमी मेरा पीछा कर रहा है, मुझे घर जाना है।",1
"मुझे अकेला छोड़ दो, मैं चिल्ला दूँगी!",1
मुझे अभी यहां से निकलना होगा।,1
"मेरा फोन नहीं लग रहा है, जल्दी आओ।",1
उसने मेरा रास्ता रोक लिया है।,1
"मुझे यहां से निकालो, प्लीज़!",1
मैंने तुम्हें बताया था कि वह मुझे तंग कर रहा है।,1
"मुझे तुमसे बात करनी है, अभी बाहर आ सकती हो क्या?",1
वह मुझे धमकी दे रहा है कि अगर मैंने कुछ किया तो...,1
"मैं तुम्हें बता नहीं सकती कि मैं कहाँ हूँ, लेकिन मुझे मदद चाहिए।",1
यह आदमी मुझे घूर रहा है और असहज महसूस करा रहा है।,1
"मुझे नहीं पता कि मैं कहाँ जा रही हूँ, यह ऑटो ड्राइवर मुझे गलत रास्ते पर ले जा रहा है।",1
"क्या तुम मुझे दस मिनट में कॉल कर सकती हो, अर्जेंट है?",1
मुझे अकेला छोड़ दो वरना मैं पुलिस को बुला दूँगी!,1
उसने मेरा हाथ पकड़ लिया और छोड़ नहीं रहा है।,1
"यह ठीक नहीं है, मुझे यहाँ से दूर जाना होगा।",1
मुझे लगता है कि कोई मेरी गाड़ी के पीछे आ रहा है।,1
"मुझे कोई मदद चाहिए, मैं बहुत परेशानी में हूँ।",1
वह मुझे कमरे से बाहर नहीं निकलने दे रहा है।,1
"मेरा पर्स खो गया है और मैं अकेली हूँ, मुझे मदद चाहिए।",1
